scenario,step,mean_believer_ratio,mean_corrected_ratio
campanha_alfabetizacao,105,7.8125e-06,0.6702109375
campanha_alfabetizacao,106,0.0,0.67021875
campanha_alfabetizacao,107,0.0,0.67021875
campanha_alfabetizacao,108,0.0,0.67021875
campanha_alfabetizacao,109,0.0,0.67021875
campanha_alfabetizacao,110,0.0,0.67021875
campanha_alfabetizacao,111,0.0,0.67021875
campanha_alfabetizacao,112,0.0,0.67021875
campanha_alfabetizacao,113,0.0,0.67021875
campanha_alfabetizacao,114,0.0,0.67021875
campanha_alfabetizacao,115,0.0,0.67021875
campanha_alfabetizacao,116,0.0,0.67021875
campanha_alfabetizacao,117,0.0,0.67021875
campanha_alfabetizacao,118,0.0,0.67021875
campanha_alfabetizacao,119,0.0,0.67021875
campanha_alfabetizacao,120,0.0,0.67021875
campanha_alfabetizacao,121,0.0,0.67021875
campanha_alfabetizacao,122,0.0,0.67021875
campanha_alfabetizacao,123,0.0,0.67021875
campanha_alfabetizacao,124,0.0,0.67021875
campanha_alfabetizacao,125,0.0,0.67021875
campanha_alfabetizacao,126,0.0,0.67021875
campanha_alfabetizacao,127,0.0,0.67021875
campanha_alfabetizacao,128,0.0,0.67021875
campanha_alfabetizacao,129,0.0,0.67021875
campanha_alfabetizacao,130,0.0,0.67021875
campanha_alfabetizacao,131,0.0,0.67021875
campanha_alfabetizacao,132,0.0,0.67021875
campanha_alfabetizacao,133,0.0,0.67021875
campanha_alfabetizacao,134,0.0,0.67021875
campanha_alfabetizacao,135,0.0,0.67021875
campanha_alfabetizacao,136,0.0,0.67021875
campanha_alfabetizacao,137,0.0,0.67021875
campanha_alfabetizacao,138,0.0,0.67021875
campanha_alfabetizacao,139,0.0,0.67021875
campanha_alfabetizacao,140,0.0,0.67021875
campanha_alfabetizacao,141,0.0,0.67021875
campanha_alfabetizacao,142,0.0,0.67021875
campanha_alfabetizacao,143,0.0,0.67021875
campanha_alfabetizacao,144,0.0,0.67021875
campanha_alfabetizacao,145,0.0,0.67021875
campanha_alfabetizacao,146,0.0,0.67021875
campanha_alfabetizacao,147,0.0,0.67021875
campanha_alfabetizacao,148,0.0,0.67021875
campanha_alfabetizacao,149,0.0,0.67021875
campanha_alfabetizacao,150,0.0,0.67021875
campanha_alfabetizacao,151,0.0,0.67021875
campanha_alfabetizacao,152,0.0,0.67021875
campanha_alfabetizacao,153,0.0,0.67021875
campanha_alfabetizacao,154,0.0,0.67021875
campanha_alfabetizacao,155,0.0,0.67021875
campanha_alfabetizacao,156,0.0,0.67021875
campanha_alfabetizacao,157,0.0,0.67021875
campanha_alfabetizacao,158,0.0,0.67021875
campanha_alfabetizacao,159,0.0,0.67021875
campanha_alfabetizacao,160,0.0,0.67021875
